,name_2,root_1,pitch_class_smaller,edo_note_number,cents_diff,matched_pitch_class,n_edo
175,just diatonic,F,D,175,-0.6925888030589449,D,232
210,just diatonic,F,E,210,-2.061818178498335,E,232
0,just diatonic,G,G,0,0.0,G,232
35,just diatonic,G,A,35,-1.369229375439279,A,232
75,just diatonic,G,B,75,1.617320617924019,B,232
96,just diatonic,G,C,96,-1.4932749966817598,C,232
136,just diatonic,G,D,136,1.4932749966812788,D,232
171,just diatonic,G,E,171,0.12404562124197871,E,232
193,just diatonic,G,F,193,2.1858637997405417,F,232
0,just diatonic,A,A,0,0.0,A,232
39,just diatonic,A,B,39,-2.1858637997401673,B,232
61,just diatonic,A,C,61,-0.1240456212417348,C,232
100,just diatonic,A,D,100,-2.309909420982697,D,232
136,just diatonic,A,E,136,1.4932749966816632,E,232
157,just diatonic,A,F,157,-1.6173206179235682,F,232
197,just diatonic,A,G,197,1.3692293754394298,G,232
0,just diatonic,B,B,0,0.0,B,232
22,just diatonic,B,C,22,2.0618181784979694,C,232
61,just diatonic,B,D,61,-0.12404562124250366,D,232
96,just diatonic,B,E,96,-1.4932749966819523,E,232
118,just diatonic,B,F,118,0.5685431818165392,F,232
157,just diatonic,B,G,157,-1.617320617923953,G,232
193,just diatonic,B,A,193,2.185863799740158,A,232
0,just diatonic,C,C,0,0.0,C,233
40,just diatonic,C,D,40,2.0985819602120785,D,233
75,just diatonic,C,E,75,-0.04761944423398782,E,233
97,just diatonic,C,F,97,1.5258163160309974,F,233
136,just diatonic,C,G,136,-1.525816316030902,G,233
172,just diatonic,C,A,172,1.4781968717970293,A,233
211,just diatonic,C,B,211,-1.5734357602652151,B,233
0,just diatonic,D,D,0,0.0,D,233
35,just diatonic,D,E,35,-2.146201404446288,E,233
57,just diatonic,D,F,57,-0.5727656441810262,F,233
97,just diatonic,D,G,97,1.5258163160309974,G,233
132,just diatonic,D,A,132,-0.6203850884151737,A,233
172,just diatonic,D,B,172,1.4781968717974134,B,233
193,just diatonic,D,C,193,-2.098581960212124,C,233
0,just diatonic,E,E,0,0.0,E,233
22,just diatonic,E,F,22,1.573435760265277,F,233
61,just diatonic,E,G,61,-1.4781968717970033,G,233
97,just diatonic,E,A,97,1.5258163160309974,A,233
136,just diatonic,E,B,136,-1.525816316030902,B,233
158,just diatonic,E,C,158,0.04761944423444524,C,233
198,just diatonic,E,D,198,2.1462014044464017,D,233
0,just diatonic,F,F,0,0.0,F,233
40,just diatonic,F,G,40,2.0985819602120785,G,233
75,just diatonic,F,A,75,-0.04761944423418003,A,233
115,just diatonic,F,B,115,2.050962515978268,B,233
136,just diatonic,F,C,136,-1.5258163160312865,C,233
176,just diatonic,F,D,176,0.5727656441810451,D,233
211,just diatonic,F,E,211,-1.5734357602656,E,233
0,just diatonic,G,G,0,0.0,G,233
35,just diatonic,G,A,35,-2.1462014044464808,A,233
75,just diatonic,G,B,75,-0.04761944423379561,B,233
97,just diatonic,G,C,97,1.5258163160309974,C,233
136,just diatonic,G,D,136,-1.5258163160312865,D,233
172,just diatonic,G,E,172,1.4781968717970293,E,233
193,just diatonic,G,F,193,-2.098581960211931,F,233
0,just diatonic,A,A,0,0.0,A,233
40,just diatonic,A,B,40,2.0985819602124627,B,233
61,just diatonic,A,C,61,-1.4781968717971956,C,233
101,just diatonic,A,D,101,0.6203850884151808,D,233
136,just diatonic,A,E,136,-1.525816316030902,E,233
158,just diatonic,A,F,158,0.04761944423444524,F,233
198,just diatonic,A,G,198,2.1462014044464017,G,233
0,just diatonic,B,B,0,0.0,B,233
22,just diatonic,B,C,22,1.573435760264893,C,233
61,just diatonic,B,D,61,-1.4781968717971956,D,233
97,just diatonic,B,E,97,1.5258163160306133,E,233
118,just diatonic,B,F,118,-2.050962515978329,F,233
158,just diatonic,B,G,158,0.04761944423406084,G,233
193,just diatonic,B,A,193,-2.0985819602125084,A,233
0,just diatonic,C,C,0,0.0,C,234
40,just diatonic,C,D,40,1.2182033974303215,D,234
75,just diatonic,C,E,75,-1.6983292494503983,E,234
97,just diatonic,C,F,97,-0.6091016987146767,F,234
137,just diatonic,C,G,137,0.6091016987148149,G,234
172,just diatonic,C,A,172,-2.3074309481655653,A,234
212,just diatonic,C,B,212,-1.0892275507350055,B,234
0,just diatonic,D,D,0,0.0,D,234
36,just diatonic,D,E,36,2.211672481324351,E,234
57,just diatonic,D,F,57,-1.8273050961450685,F,234
97,just diatonic,D,G,97,-0.6091016987150613,G,234
133,just diatonic,D,A,133,1.6025707826094515,A,234
172,just diatonic,D,B,172,-2.3074309481651802,B,234
194,just diatonic,D,C,194,-1.2182033974303494,C,234
0,just diatonic,E,E,0,0.0,E,234
22,just diatonic,E,F,22,1.0892275507353693,F,234
62,just diatonic,E,G,62,2.3074309481655324,G,234
97,just diatonic,E,A,97,-0.6091016987150613,A,234
137,just diatonic,E,B,137,0.6091016987151991,B,234
159,just diatonic,E,C,159,1.6983292494503275,C,234
198,just diatonic,E,D,198,-2.2116724813245576,D,234
0,just diatonic,F,F,0,0.0,F,234
40,just diatonic,F,G,40,1.2182033974303215,G,234
75,just diatonic,F,A,75,-1.6983292494503983,A,234
115,just diatonic,F,B,115,-0.48012585202023705,B,234
137,just diatonic,F,C,137,0.6091016987148149,C,234
177,just diatonic,F,D,177,1.8273050961451396,D,234
212,just diatonic,F,E,212,-1.0892275507355826,E,234
0,just diatonic,G,G,0,0.0,G,234
36,just diatonic,G,A,36,2.211672481324351,A,234
75,just diatonic,G,B,75,-1.6983292494500135,B,234
97,just diatonic,G,C,97,-0.6091016987150613,C,234
137,just diatonic,G,D,137,0.6091016987148149,D,234
172,just diatonic,G,E,172,-2.307430948165373,E,234
194,just diatonic,G,F,194,-1.218203397430157,F,234
0,just diatonic,A,A,0,0.0,A,234
40,just diatonic,A,B,40,1.2182033974307054,B,234
62,just diatonic,A,C,62,2.3074309481655324,C,234
101,just diatonic,A,D,101,-1.6025707826093472,D,234
137,just diatonic,A,E,137,0.6091016987151991,E,234
159,just diatonic,A,F,159,1.6983292494507116,F,234
198,just diatonic,A,G,198,-2.2116724813245576,G,234
0,just diatonic,B,B,0,0.0,B,234
22,just diatonic,B,C,22,1.0892275507346008,C,234
62,just diatonic,B,D,62,2.3074309481651483,D,234
97,just diatonic,B,E,97,-0.6091016987152535,E,234
119,just diatonic,B,F,119,0.48012585201989794,F,234
159,just diatonic,B,G,159,1.6983292494503275,G,234
194,just diatonic,B,A,194,-1.2182033974305417,A,234
0,just diatonic,C,C,0,0.0,C,235
40,just diatonic,C,D,40,0.3453174181611791,D,235
76,just diatonic,C,E,76,1.7713925181439383,E,235
98,just diatonic,C,F,98,2.3805327802810425,F,235
137,just diatonic,C,G,137,-2.3805327802810092,G,235
173,just diatonic,C,A,173,-0.954457680298684,A,235
213,just diatonic,C,B,213,-0.6091402621371532,B,235
0,just diatonic,D,D,0,0.0,D,235
36,just diatonic,D,E,36,1.426075099982419,E,235
58,just diatonic,D,F,58,2.0352153621198394,F,235
98,just diatonic,D,G,98,2.3805327802810425,G,235
133,just diatonic,D,A,133,-1.299775098459707,A,235
173,just diatonic,D,B,173,-0.9544576802984918,B,235
195,just diatonic,D,C,195,-0.34531741816149863,C,235
0,just diatonic,E,E,0,0.0,E,235
22,just diatonic,E,F,22,0.6091402621373679,F,235
62,just diatonic,E,G,62,0.9544576802985693,G,235
98,just diatonic,E,A,98,2.3805327802810425,A,235
137,just diatonic,E,B,137,-2.3805327802808174,B,235
159,just diatonic,E,C,159,-1.7713925181434829,C,235
199,just diatonic,E,D,199,-1.4260750999823109,D,235
0,just diatonic,F,F,0,0.0,F,235
40,just diatonic,F,G,40,0.3453174181611791,G,235
76,just diatonic,F,A,76,1.7713925181435541,A,235
116,just diatonic,F,B,116,2.1167099363050133,B,235
137,just diatonic,F,C,137,-2.380532780281202,C,235
177,just diatonic,F,D,177,-2.0352153621199505,D,235
213,just diatonic,F,E,213,-0.6091402621373455,E,235
0,just diatonic,G,G,0,0.0,G,235
36,just diatonic,G,A,36,1.426075099982419,A,235
76,just diatonic,G,B,76,1.7713925181439383,B,235
98,just diatonic,G,C,98,2.3805327802810425,C,235
137,just diatonic,G,D,137,-2.3805327802810092,D,235
173,just diatonic,G,E,173,-0.9544576802984918,E,235
195,just diatonic,G,F,195,-0.3453174181613064,F,235
0,just diatonic,A,A,0,0.0,A,235
40,just diatonic,A,B,40,0.34531741816156347,B,235
62,just diatonic,A,C,62,0.9544576802985693,C,235
102,just diatonic,A,D,102,1.2997750984597922,D,235
137,just diatonic,A,E,137,-2.3805327802810092,E,235
159,just diatonic,A,F,159,-1.7713925181434829,F,235
199,just diatonic,A,G,199,-1.4260750999823109,G,235
0,just diatonic,B,B,0,0.0,B,235
22,just diatonic,B,C,22,0.6091402621369836,C,235
62,just diatonic,B,D,62,0.9544576802985693,D,235
98,just diatonic,B,E,98,2.3805327802810425,E,235
119,just diatonic,B,F,119,-2.1167099363050754,F,235
159,just diatonic,B,G,159,-1.7713925181438677,G,235
195,just diatonic,B,A,195,-0.34531741816169087,A,235
0,just diatonic,C,C,0,0.0,C,236
40,just diatonic,C,D,40,-0.5201712223002242,D,236
76,just diatonic,C,E,76,0.12696410126653346,E,236
98,just diatonic,C,F,98,0.2600856111505408,F,236
138,just diatonic,C,G,138,-0.2600856111500546,G,236
174,just diatonic,C,A,174,0.3870497124168996,A,236
214,just diatonic,C,B,214,-0.13312150988317686,B,236
0,just diatonic,D,D,0,0.0,D,236
36,just diatonic,D,E,36,0.6471353235670183,E,236
58,just diatonic,D,F,58,0.7802568334503078,F,236
98,just diatonic,D,G,98,0.2600856111505408,G,236
134,just diatonic,D,A,134,0.907220934717026,A,236
174,just diatonic,D,B,174,0.387049712417284,B,236
196,just diatonic,D,C,196,0.5201712223007106,C,236
0,just diatonic,E,E,0,0.0,E,236
22,just diatonic,E,F,22,0.13312150988371055,F,236
62,just diatonic,E,G,62,-0.3870497124167085,G,236
98,just diatonic,E,A,98,0.26008561115015644,A,236
138,just diatonic,E,B,138,-0.26008561114986234,B,236
160,just diatonic,E,C,160,-0.12696410126674443,C,236
200,just diatonic,E,D,200,-0.6471353235672136,D,236
0,just diatonic,F,F,0,0.0,F,236
40,just diatonic,F,G,40,-0.5201712223004165,G,236
76,just diatonic,F,A,76,0.12696410126653346,A,236
116,just diatonic,F,B,116,-0.3932071210335553,B,236
138,just diatonic,F,C,138,-0.26008561115043904,C,236
178,just diatonic,F,D,178,-0.7802568334506462,D,236
214,just diatonic,F,E,214,-0.1331215098835613,E,236
0,just diatonic,G,G,0,0.0,G,236
36,just diatonic,G,A,36,0.6471353235670183,A,236
76,just diatonic,G,B,76,0.12696410126691784,B,236
98,just diatonic,G,C,98,0.26008561115015644,C,236
138,just diatonic,G,D,138,-0.2600856111502468,D,236
174,just diatonic,G,E,174,0.3870497124168996,E,236
196,just diatonic,G,F,196,0.5201712223007106,F,236
0,just diatonic,A,A,0,0.0,A,236
40,just diatonic,A,B,40,-0.5201712223002242,B,236
62,just diatonic,A,C,62,-0.3870497124167085,C,236
102,just diatonic,A,D,102,-0.9072209347170972,D,236
138,just diatonic,A,E,138,-0.2600856111502468,E,236
160,just diatonic,A,F,160,-0.12696410126674443,F,236
200,just diatonic,A,G,200,-0.6471353235670213,G,236
0,just diatonic,B,B,0,0.0,B,236
22,just diatonic,B,C,22,0.13312150988332616,C,236
62,just diatonic,B,D,62,-0.3870497124169008,D,236
98,just diatonic,B,E,98,0.26008561115015644,E,236
120,just diatonic,B,F,120,0.393207121033653,F,236
160,just diatonic,B,G,160,-0.12696410126693666,G,236
196,just diatonic,B,A,196,0.520171222299942,A,236
0,just diatonic,C,C,0,0.0,C,237
40,just diatonic,C,D,40,-1.378356161154717,D,237
76,just diatonic,C,E,76,-1.503587282556503,E,237
98,just diatonic,C,F,98,-1.8424674890427402,F,237
139,just diatonic,C,G,139,1.8424674890428696,G,237
175,just diatonic,C,A,175,1.7172363676411193,A,237
215,just diatonic,C,B,215,0.33888020648688005,B,237
0,just diatonic,D,D,0,0.0,D,237
36,just diatonic,D,E,36,-0.12523112140184217,E,237
58,just diatonic,D,F,58,-0.46411132788801274,F,237
98,just diatonic,D,G,98,-1.8424674890429327,G,237
134,just diatonic,D,A,134,-1.9676986104448715,A,237
175,just diatonic,D,B,175,1.7172363676415034,B,237
197,just diatonic,D,C,197,1.3783561611546702,C,237
0,just diatonic,E,E,0,0.0,E,237
22,just diatonic,E,F,22,-0.3388802064863756,F,237
62,just diatonic,E,G,62,-1.717236367641005,G,237
98,just diatonic,E,A,98,-1.8424674890429327,A,237
139,just diatonic,E,B,139,1.8424674890432535,B,237
161,just diatonic,E,C,161,1.5035872825563252,C,237
201,just diatonic,E,D,201,0.12523112140181628,D,237
0,just diatonic,F,F,0,0.0,F,237
40,just diatonic,F,G,40,-1.378356161154717,G,237
76,just diatonic,F,A,76,-1.5035872825566954,A,237
117,just diatonic,F,B,117,2.1813476955294933,B,237
139,just diatonic,F,C,139,1.8424674890424857,C,237
179,just diatonic,F,D,179,0.4641113278882649,D,237
215,just diatonic,F,E,215,0.33888020648611134,E,237
0,just diatonic,G,G,0,0.0,G,237
36,just diatonic,G,A,36,-0.12523112140203438,A,237
76,just diatonic,G,B,76,-1.5035872825563108,B,237
98,just diatonic,G,C,98,-1.842467489043125,C,237
139,just diatonic,G,D,139,1.8424674890428696,D,237
175,just diatonic,G,E,175,1.7172363676411193,E,237
197,just diatonic,G,F,197,1.3783561611546702,F,237
0,just diatonic,A,A,0,0.0,A,237
40,just diatonic,A,B,40,-1.3783561611543325,B,237
62,just diatonic,A,C,62,-1.7172363676408124,C,237
103,just diatonic,A,D,103,1.9676986104448897,D,237
139,just diatonic,A,E,139,1.8424674890432535,E,237
161,just diatonic,A,F,161,1.5035872825567094,F,237
201,just diatonic,A,G,201,0.12523112140181628,G,237
0,just diatonic,B,B,0,0.0,B,237
22,just diatonic,B,C,22,-0.3388802064865679,C,237
62,just diatonic,B,D,62,-1.717236367641005,D,237
98,just diatonic,B,E,98,-1.8424674890433175,E,237
120,just diatonic,B,F,120,-2.181347695529181,F,237
161,just diatonic,B,G,161,1.5035872825563252,G,237
197,just diatonic,B,A,197,1.378356161154286,A,237
0,just diatonic,C,C,0,0.0,C,238
40,just diatonic,C,D,40,-2.229329461867125,D,238
77,just diatonic,C,E,77,1.9215802528123276,E,238
99,just diatonic,C,F,99,1.1146647309337185,F,238
139,just diatonic,C,G,139,-1.1146647309336823,G,238
175,just diatonic,C,A,175,-2.0057718229768144,A,238
216,just diatonic,C,B,216,0.8069155218786437,B,238
0,just diatonic,D,D,0,0.0,D,238
36,just diatonic,D,E,36,-0.8911070920430281,E,238
58,just diatonic,D,F,58,-1.6980226139216132,F,238
99,just diatonic,D,G,99,1.1146647309333342,G,238
135,just diatonic,D,A,135,0.22355763889021457,A,238
175,just diatonic,D,B,175,-2.005771822976622,B,238
198,just diatonic,D,C,198,2.2293294618672888,C,238
0,just diatonic,E,E,0,0.0,E,238
22,just diatonic,E,F,22,-0.8069155218781482,F,238
63,just diatonic,E,G,63,2.0057718229770294,G,238
99,just diatonic,E,A,99,1.1146647309337185,A,238
139,just diatonic,E,B,139,-1.11466473093349,B,238
161,just diatonic,E,C,161,-1.9215802528121713,C,238
202,just diatonic,E,D,202,0.8911070920430719,D,238
0,just diatonic,F,F,0,0.0,F,238
40,just diatonic,F,G,40,-2.22932946186751,G,238
77,just diatonic,F,A,77,1.921580252811944,A,238
117,just diatonic,F,B,117,-0.3077492090552642,B,238
139,just diatonic,F,C,139,-1.1146647309336823,C,238
180,just diatonic,F,D,180,1.698022613921386,D,238
216,just diatonic,F,E,216,0.8069155218782595,E,238
0,just diatonic,G,G,0,0.0,G,238
36,just diatonic,G,A,36,-0.8911070920434127,A,238
77,just diatonic,G,B,77,1.9215802528123276,B,238
99,just diatonic,G,C,99,1.1146647309333342,C,238
139,just diatonic,G,D,139,-1.1146647309336823,D,238
175,just diatonic,G,E,175,-2.0057718229770067,E,238
198,just diatonic,G,F,198,2.2293294618672888,F,238
0,just diatonic,A,A,0,0.0,A,238
40,just diatonic,A,B,40,-2.229329461866932,B,238
63,just diatonic,A,C,63,2.0057718229770294,C,238
103,just diatonic,A,D,103,-0.2235576388903217,D,238
139,just diatonic,A,E,139,-1.1146647309336823,E,238
161,just diatonic,A,F,161,-1.9215802528117865,F,238
202,just diatonic,A,G,202,0.8911070920430719,G,238
0,just diatonic,B,B,0,0.0,B,238
22,just diatonic,B,C,22,-0.8069155218787251,C,238
63,just diatonic,B,D,63,2.0057718229766452,D,238
99,just diatonic,B,E,99,1.1146647309333342,E,238
121,just diatonic,B,F,121,0.30774920905479297,F,238
161,just diatonic,B,G,161,-1.9215802528123636,G,238
198,just diatonic,B,A,198,2.2293294618672888,A,238
0,just diatonic,C,C,0,0.0,C,239
41,just diatonic,C,D,41,1.9477388549992405,D,239
77,just diatonic,C,E,77,0.2971647962526859,E,239
99,just diatonic,C,F,99,-0.9738694274992726,F,239
140,just diatonic,C,G,140,0.9738694274992061,G,239
176,just diatonic,C,A,176,-0.6767046312467225,A,239
217,just diatonic,C,B,217,1.2710342237525665,B,239
0,just diatonic,D,D,0,0.0,D,239
36,just diatonic,D,E,36,-1.6505740587461248,E,239
59,just diatonic,D,F,59,2.0993122195934397,F,239
99,just diatonic,D,G,99,-0.9738694274994649,G,239
136,just diatonic,D,A,136,2.39647701584609,A,239
176,just diatonic,D,B,176,-0.676704631246338,B,239
198,just diatonic,D,C,198,-1.9477388549991088,C,239
0,just diatonic,E,E,0,0.0,E,239
22,just diatonic,E,F,22,-1.2710342237521584,F,239
63,just diatonic,E,G,63,0.6767046312466282,G,239
99,just diatonic,E,A,99,-0.9738694274994649,A,239
140,just diatonic,E,B,140,0.9738694274995903,B,239
162,just diatonic,E,C,162,-0.29716479625275266,C,239
203,just diatonic,E,D,203,1.6505740587461617,D,239
0,just diatonic,F,F,0,0.0,F,239
41,just diatonic,F,G,41,1.9477388549988564,G,239
77,just diatonic,F,A,77,0.2971647962526859,A,239
118,just diatonic,F,B,118,2.2449036512520255,B,239
140,just diatonic,F,C,140,0.9738694274992061,C,239
180,just diatonic,F,D,180,-2.0993122195933296,D,239
217,just diatonic,F,E,217,1.2710342237521823,E,239
0,just diatonic,G,G,0,0.0,G,239
36,just diatonic,G,A,36,-1.6505740587463171,A,239
77,just diatonic,G,B,77,0.29716479625307024,B,239
99,just diatonic,G,C,99,-0.9738694274992726,C,239
140,just diatonic,G,D,140,0.9738694274992061,D,239
176,just diatonic,G,E,176,-0.6767046312465302,E,239
198,just diatonic,G,F,198,-1.9477388549989165,F,239
0,just diatonic,A,A,0,0.0,A,239
41,just diatonic,A,B,41,1.9477388549992405,B,239
63,just diatonic,A,C,63,0.6767046312466282,C,239
103,just diatonic,A,D,103,-2.396477015846339,D,239
140,just diatonic,A,E,140,0.9738694274995903,E,239
162,just diatonic,A,F,162,-0.29716479625275266,F,239
203,just diatonic,A,G,203,1.6505740587465458,G,239
0,just diatonic,B,B,0,0.0,B,239
22,just diatonic,B,C,22,-1.2710342237527352,C,239
63,just diatonic,B,D,63,0.6767046312462438,D,239
99,just diatonic,B,E,99,-0.9738694274996572,E,239
121,just diatonic,B,F,121,-2.2449036512521072,F,239
162,just diatonic,B,G,162,-0.29716479625313713,G,239
198,just diatonic,B,A,198,-1.9477388549994936,A,239
0,just diatonic,C,C,0,0.0,C,240
41,just diatonic,C,D,41,1.0899982692248618,D,240
77,just diatonic,C,E,77,-1.3137138648350684,E,240
100,just diatonic,C,F,100,1.9550008653876136,F,240
140,just diatonic,C,G,140,-1.9550008653873927,G,240
177,just diatonic,C,A,177,0.6412870005526271,A,240
218,just diatonic,C,B,218,1.7312852697776502,B,240
0,just diatonic,D,D,0,0.0,D,240
36,just diatonic,D,E,36,-2.403712134060088,E,240
59,just diatonic,D,F,59,0.8650025961624886,F,240
100,just diatonic,D,G,100,1.9550008653876136,G,240
136,just diatonic,D,A,136,-0.44871126867276323,A,240
177,just diatonic,D,B,177,0.6412870005530115,B,240
199,just diatonic,D,C,199,-1.0899982692250774,C,240
0,just diatonic,E,E,0,0.0,E,240
22,just diatonic,E,F,22,-1.731285269777589,F,240
63,just diatonic,E,G,63,-0.6412870005522059,G,240
100,just diatonic,E,A,100,1.9550008653872297,A,240
140,just diatonic,E,B,140,-1.9550008653872,B,240
163,just diatonic,E,C,163,1.313713864834866,C,240
204,just diatonic,E,D,204,2.4037121340599725,D,240
0,just diatonic,F,F,0,0.0,F,240
41,just diatonic,F,G,41,1.0899982692248618,G,240
77,just diatonic,F,A,77,-1.3137138648352606,A,240
118,just diatonic,F,B,118,-0.2237155956097082,B,240
140,just diatonic,F,C,140,-1.955000865387585,C,240
181,just diatonic,F,D,181,-0.8650025961623421,D,240
218,just diatonic,F,E,218,1.7312852697772663,E,240
0,just diatonic,G,G,0,0.0,G,240
36,just diatonic,G,A,36,-2.4037121340598953,A,240
77,just diatonic,G,B,77,-1.3137138648346836,B,240
100,just diatonic,G,C,100,1.9550008653876136,C,240
140,just diatonic,G,D,140,-1.955000865387585,D,240
177,just diatonic,G,E,177,0.641287000552243,E,240
199,just diatonic,G,F,199,-1.0899982692250774,F,240
0,just diatonic,A,A,0,0.0,A,240
41,just diatonic,A,B,41,1.089998269225246,B,240
63,just diatonic,A,C,63,-0.6412870005522059,C,240
104,just diatonic,A,D,104,0.4487112686725524,D,240
140,just diatonic,A,E,140,-1.9550008653873927,E,240
163,just diatonic,A,F,163,1.3137138648352502,F,240
204,just diatonic,A,G,204,2.4037121340599725,G,240
0,just diatonic,B,B,0,0.0,B,240
22,just diatonic,B,C,22,-1.7312852697779737,C,240
63,just diatonic,B,D,63,-0.6412870005527826,D,240
100,just diatonic,B,E,100,1.9550008653872297,E,240
122,just diatonic,B,F,122,0.22371559560956755,F,240
163,just diatonic,B,G,163,1.313713864834866,G,240
199,just diatonic,B,A,199,-1.0899982692252697,A,240
0,just diatonic,C,C,0,0.0,C,241
41,just diatonic,C,D,41,0.23937586258622773,D,241
78,just diatonic,C,E,78,2.0680288737541845,E,241
100,just diatonic,C,F,100,-0.11968793129282784,F,241
141,just diatonic,C,G,141,0.11968793129329919,G,241
178,just diatonic,C,A,178,1.94834094246126,A,241
219,just diatonic,C,B,219,2.187716805047508,B,241
0,just diatonic,D,D,0,0.0,D,241
37,just diatonic,D,E,37,1.8286530111683004,E,241
59,just diatonic,D,F,59,-0.3590637938788964,F,241
100,just diatonic,D,G,100,-0.11968793129321229,G,241
137,just diatonic,D,A,137,1.7089650798748302,A,241
178,just diatonic,D,B,178,1.9483409424616442,B,241
200,just diatonic,D,C,200,-0.23937586258611174,C,241
0,just diatonic,E,E,0,0.0,E,241
22,just diatonic,E,F,22,-2.1877168050471703,F,241
63,just diatonic,E,G,63,-1.948340942461163,G,241
100,just diatonic,E,A,100,-0.11968793129302005,A,241
141,just diatonic,E,B,141,0.11968793129329919,B,241
163,just diatonic,E,C,163,-2.068028873754397,C,241
204,just diatonic,E,D,204,-1.8286530111680126,D,241
0,just diatonic,F,F,0,0.0,F,241
41,just diatonic,F,G,41,0.23937586258584337,G,241
78,just diatonic,F,A,78,2.0680288737541845,A,241
119,just diatonic,F,B,119,2.3074047363404753,B,241
141,just diatonic,F,C,141,0.1196879312929148,C,241
182,just diatonic,F,D,182,0.3590637938790573,D,241
219,just diatonic,F,E,219,2.1877168050471245,E,241
0,just diatonic,G,G,0,0.0,G,241
37,just diatonic,G,A,37,1.8286530111683004,A,241
78,just diatonic,G,B,78,2.0680288737541845,B,241
100,just diatonic,G,C,100,-0.11968793129321229,C,241
141,just diatonic,G,D,141,0.1196879312929148,D,241
178,just diatonic,G,E,178,1.94834094246126,E,241
200,just diatonic,G,F,200,-0.23937586258572727,F,241
0,just diatonic,A,A,0,0.0,A,241
41,just diatonic,A,B,41,0.23937586258622773,B,241
63,just diatonic,A,C,63,-1.9483409424607783,C,241
104,just diatonic,A,D,104,-1.7089650798749525,D,241
141,just diatonic,A,E,141,0.1196879312929148,E,241
163,just diatonic,A,F,163,-2.0680288737540122,F,241
204,just diatonic,A,G,204,-1.8286530111680126,G,241
0,just diatonic,B,B,0,0.0,B,241
22,just diatonic,B,C,22,-2.1877168050477476,C,241
63,just diatonic,B,D,63,-1.948340942461163,D,241
100,just diatonic,B,E,100,-0.11968793129321229,E,241
122,just diatonic,B,F,122,-2.3074047363405183,F,241
163,just diatonic,B,G,163,-2.068028873754397,G,241
200,just diatonic,B,A,200,-0.23937586258630397,A,241
0,just diatonic,C,C,0,0.0,C,242
41,just diatonic,C,D,41,-0.6042166068078046,D,242
78,just diatonic,C,E,78,0.46314563929704183,E,242
100,just diatonic,C,F,100,-2.1772305395708393,F,242
142,just diatonic,C,G,142,2.1772305395710636,G,242
178,just diatonic,C,A,178,-1.7140849002740781,A,242
219,just diatonic,C,B,219,-2.3183015070816504,B,242
0,just diatonic,D,D,0,0.0,D,242
37,just diatonic,D,E,37,1.0673622461054535,E,242
59,just diatonic,D,F,59,-1.5730139327629735,F,242
100,just diatonic,D,G,100,-2.177230539571032,G,242
137,just diatonic,D,A,137,-1.1098682934662194,A,242
178,just diatonic,D,B,178,-1.7140849002736933,B,242
201,just diatonic,D,C,201,0.6042166068078758,C,242
0,just diatonic,E,E,0,0.0,E,242
23,just diatonic,E,F,23,2.318301507082001,F,242
64,just diatonic,E,G,64,1.7140849002740433,G,242
100,just diatonic,E,A,100,-2.1772305395712244,A,242
142,just diatonic,E,B,142,2.1772305395714477,B,242
164,just diatonic,E,C,164,-0.46314563929744007,C,242
205,just diatonic,E,D,205,-1.0673622461051095,D,242
0,just diatonic,F,F,0,0.0,F,242
41,just diatonic,F,G,41,-0.6042166068079968,G,242
78,just diatonic,F,A,78,0.46314563929704183,A,242
119,just diatonic,F,B,119,-0.1410709675105099,B,242
142,just diatonic,F,C,142,2.1772305395710636,C,242
183,just diatonic,F,D,183,1.5730139327627684,D,242
219,just diatonic,F,E,219,-2.3183015070818427,E,242
0,just diatonic,G,G,0,0.0,G,242
37,just diatonic,G,A,37,1.0673622461054535,A,242
78,just diatonic,G,B,78,0.4631456392974261,B,242
100,just diatonic,G,C,100,-2.1772305395712244,C,242
142,just diatonic,G,D,142,2.1772305395710636,D,242
178,just diatonic,G,E,178,-1.7140849002740781,E,242
201,just diatonic,G,F,201,0.6042166068082601,F,242
0,just diatonic,A,A,0,0.0,A,242
41,just diatonic,A,B,41,-0.6042166068076124,B,242
64,just diatonic,A,C,64,1.7140849002740433,C,242
105,just diatonic,A,D,105,1.109868293465843,D,242
142,just diatonic,A,E,142,2.1772305395710636,E,242
164,just diatonic,A,F,164,-0.4631456392968633,F,242
205,just diatonic,A,G,205,-1.0673622461051095,G,242
0,just diatonic,B,B,0,0.0,B,242
23,just diatonic,B,C,23,2.3183015070816166,C,242
64,just diatonic,B,D,64,1.7140849002740433,D,242
100,just diatonic,B,E,100,-2.1772305395712244,E,242
123,just diatonic,B,F,123,0.14107096751056453,F,242
164,just diatonic,B,G,164,-0.46314563929744007,G,242
201,just diatonic,B,A,201,0.6042166068078758,A,242
0,just diatonic,C,C,0,0.0,C,243
41,just diatonic,C,D,41,-1.440865928305697,D,243
78,just diatonic,C,E,78,-1.128528679649786,E,243
101,just diatonic,C,F,101,0.7204329641530025,F,243
142,just diatonic,C,G,142,-0.7204329641528564,G,243
179,just diatonic,C,A,179,-0.4080957154971934,A,243
220,just diatonic,C,B,220,-1.8489616438025422,B,243
0,just diatonic,D,D,0,0.0,D,243
37,just diatonic,D,E,37,0.31233724865593443,E,243
60,just diatonic,D,F,60,2.1612988924588796,F,243
101,just diatonic,D,G,101,0.7204329641526183,G,243
